lang,form,PRET.SG,PRET.PL,PTCP,proto_gem_form,links,class_n,Note,Pattern,simple_pattern_sing,simple_pattern_pl
nld,laden,laadde,laadde,geladen,hlaþaną,https://en.wiktionary.org//wiki/laden#Dutch,6,,ABBA,ABA,ABA
nld,malen,maalde,maalde,gemalen,malaną,https://en.wiktionary.org//wiki/malen#Dutch,6,,ABBA,ABA,ABA
nld,waden,waadde,waadde,gewaad,wadaną,https://en.wiktionary.org//wiki/waden#Dutch,6,,ABBB,ABB,ABB
nld,bakken,bakte,bakte,gebakken,bakaną,https://en.wiktionary.org//wiki/bakken#Dutch,6,,ABBA,ABA,ABA
nld,dragen,droeg,droegen,gedragen,draganą,https://en.wiktionary.org//wiki/dragen#Dutch,6,,ABBA,ABA,ABA
nld,varen,voer,voer,gevaren,faraną,https://en.wiktionary.org//wiki/varen#Dutch,6,,ABBA,ABA,ABA
nld,knauwen,knauwde,knauwde,geknauwd,gnaganą,https://en.wiktionary.org//wiki/knauwen#Dutch,6,,AAAA,AAA,AAA
nld,graven,groef,groef,gegraven,grabaną,https://en.wiktionary.org//wiki/graven#Dutch,6,,ABBA,ABA,ABA
nld,schaven,schaafde,schaafde,geschaafd,skabaną,https://en.wiktionary.org//wiki/schaven#Dutch,6,,ABBA,ABA,ABA
nld,slagen,slaagde,slaagden,geslaagd,slahaną,https://en.wiktionary.org//wiki/slagen#Dutch,6,,ABBB,ABB,ABB
nld,,,,,standaną,,6,,D,D,D
nld,heffen,hief,hieven,geheven,habjaną,https://en.wiktionary.org//wiki/heffen#Dutch,6,,ABBA,ABA,ABA
nld,lachen,lachte,lachten,gelachen,hlahjaną,https://en.wiktionary.org//wiki/lachen#Dutch,6,,AAAA,AAA,AAA
nld,schaffen,schafte,schaften,geschaft,skapjaną,https://en.wiktionary.org//wiki/schaffen#Dutch,6,,AAAA,AAA,AAA
nld,zweren,zwoer,zwoer,gezworen,swarjaną,https://en.wiktionary.org//wiki/zweren#Dutch,6,,ABBC,ABC,ABC
nld,wassen,waste,waste,gewassen,wahsijaną,https://en.wiktionary.org//wiki/wassen#Dutch,6,,ABBA,ABA,ABA
nld,heten,heette,heette,geheten,haitaną,https://en.wiktionary.org//wiki/heten#Dutch,7,,ABBA,ABA,ABA
nld,houwen,hieuw,hieuw,gehouwen,hawwaną,https://en.wiktionary.org//wiki/houwen#Dutch,7,,ABBA,ABA,ABA
nld,lopen,liep,liep,gelopen,hlaupaną,https://en.wiktionary.org//wiki/lopen#Dutch,7,,ABBA,ABA,ABA
nld,bannen,bande,bande,gebannen,bannaną,https://en.wiktionary.org//wiki/bannen#Dutch,7,,ABBA,ABA,ABA
nld,hangen,hing,hingen,gehangen,hanhaną,https://en.wiktionary.org//wiki/hangen#Dutch,7,,ABBA,ABA,ABA
nld,vallen,viel,viel,gevallen,fallaną,https://en.wiktionary.org//wiki/vallen#Dutch,7,,ABBA,ABA,ABA
nld,vangen,ving,vingen,gevangen,fanhaną,https://en.wiktionary.org//wiki/vangen#Dutch,7,,ABBA,ABA,ABA
nld,houden,hield,hield,gehouden,haldaną,https://en.wiktionary.org//wiki/houden#Dutch,7,,ABBA,ABA,ABA
nld,wassen,waste,waste,gewassen,waskaną,https://en.wiktionary.org//wiki/wassen#Dutch,7,,ABBA,ABA,ABA
nld,blazen,blies,blies,geblazen,blēsaną,https://en.wiktionary.org//wiki/blazen#Dutch,7,,ABBA,ABA,ABA
nld,,,,,grētaną,,7,,D,D,D
nld,zaaien,zaaide,zaaide,gezaaid,sēaną,https://en.wiktionary.org//wiki/zaaien#Dutch,7,,AAAA,AAA,AAA
nld,leasen,leasete,leasete,geleaset,lētaną,https://en.wiktionary.org//wiki/leasen#Dutch,7,,AAAA,AAA,AAA
nld,raden,raadde,raadde,geraden,rēdaną,https://en.wiktionary.org//wiki/raden#Dutch,7,,ABBA,ABA,ABA
nld,gloeien,gloeide,gloeiden,gegloeid,glōaną,https://en.wiktionary.org//wiki/gloeien#Dutch,7,,AAAA,AAA,AAA
got,,,,,rīdaną,,1,,,,
got,beidan,baiþ,bidun,bidans,bīdaną,https://en.wiktionary.org//wiki/beidan#Gothic,1,,ABCC,ABC,ABB
got,beitan,bait,bitun,bitans,bītaną,https://en.wiktionary.org//wiki/beitan#Gothic,1,,ABCC,ABC,ABB
got,skeinan,skain,skinun,skinans,skīnaną,https://en.wiktionary.org//wiki/skeinan#Gothic,1,,ABCC,ABC,ABB
got,sneiþan,snaiþ,sniþun,sniþans,snīþaną,https://en.wiktionary.org//wiki/snei%C3%BEan#Gothic,1,,ABCC,ABC,ABB
got,urreisan,urrais,urrisun,urrisans,rīsaną,https://en.wiktionary.org//wiki/urreisan#Gothic,1,,ABCC,ABC,ABB
got,bileiban,bilaif,bilibun,bilibans,bilībaną,https://en.wiktionary.org//wiki/bileiban#Gothic,1,,ABCC,ABC,ABB
got,dreiban,draif,dribun,dribans,drībaną,https://en.wiktionary.org//wiki/dreiban#Gothic,1,,ABCC,ABC,ABB
got,greipan,graip,gripun,gripans,grīpaną,https://en.wiktionary.org//wiki/greipan#Gothic,1,,ABCC,ABC,ABB
got,leiþan,laiþ,liþum,liþans,līþaną,https://en.wiktionary.org/wiki/Reconstruction:Gothic/%F0%90%8C%BB%F0%90%8C%B4%F0%90%8C%B9%F0%90%8C%B8%F0%90%8C%B0%F0%90%8C%BD#Gothic,1,Reconstructed,ABCC,ABC,ABB
got,,,,,skītaną,,1,,,,
got,,,,,skrībaną,,1,,,,
got,,,,,skrīþaną,,1,,,,
got,,,,,slītaną,,1,,,,
got,,,,,snīwaną,,1,,,,
got,speiwan,spaiw,spiwun,spiwans,spīwaną,https://en.wiktionary.org//wiki/speiwan#Gothic,1,,ABCC,ABC,ABB
got,steigan,staig,stigun,stigans,stīganą,https://en.wiktionary.org//wiki/steigan#Gothic,1,,ABCC,ABC,ABB
got,,,,,wrītaną,,1,,,,
got,giutan,gaut,gutun,gutans,geutaną,https://en.wiktionary.org//wiki/giutan#Gothic,2,,ABCC,ABC,ABB
got,,,,,beudaną,,2,,,,
got,,,,,fleuganą,,2,,,,
got,,,,,brewwaną,,2,,,,
got,liugan,laug,lugun,lugans,leuganą,https://en.wiktionary.org//wiki/liugan#Gothic,2,,ABCC,ABC,ABB
got,þliuhan,þlauh,þlauhun,þlauhans,fleuhaną,https://en.wiktionary.org//wiki/%C3%BEliuhan#Gothic,2,,ABBB,ABB,ABB
got,,,,,fleutaną,,2,,,,
got,,,,,freusaną,,2,,,,
got,faurbiudan,faurbauþ,faurbudun,faurbudans,furibeudaną,https://en.wiktionary.org//wiki/faurbiudan#Gothic,2,,ABCC,ABC,ABB
got,kiusan,kaus,kusun,kusans,keusaną,https://en.wiktionary.org//wiki/kiusan#Gothic,2,,ABCC,ABC,ABB
got,,,,,kewwaną,,2,,,,
got,,,,,kreupaną,,2,,,,
got,uslukan,uslauk,uslukum,uslukans,lūkaną,https://en.wiktionary.org//wiki/uslukan#Gothic,2,,ABAA,ABA,AAA
got,,,,,reukaną,,2,,,,
got,afskiuban,afskauf,afskubun,afskubans,skeubaną,https://en.wiktionary.org//wiki/afskiuban#Gothic,2,,ABCC,ABC,ABB
got,,,,,skeutaną,,2,,,,
got,,,,,sūganą,,2,,,,
got,,,,,sūpaną,,2,,,,
got,þriskan,þrask,þruskun,þruskans,þreskaną,https://en.wiktionary.org//wiki/%C3%BEriskan#Gothic,3,,ABCC,ABC,ABB
got,sigqan,sagq,sugqun,sugqans,sinkwaną,https://en.wiktionary.org//wiki/sigqan#Gothic,3,,ABCC,ABC,ABB
got,bristan,,,,brestaną,,3,,,,
got,bairgan,barg,baurgun,baurgans,berganą,https://en.wiktionary.org//wiki/bairgan#Gothic,3,,ABCC,ABC,ABB
got,bindan,band,bundun,bundans,bindaną,https://en.wiktionary.org//wiki/bindan#Gothic,3,,ABCC,ABC,ABB
got,brinnan,brann,brunnun,brunnans,brinnaną,https://en.wiktionary.org//wiki/brinnan#Gothic,3,,ABCC,ABC,ABB
got,drigkan,dragk,drugkun,drugkans,drinkaną,https://en.wiktionary.org//wiki/drigkan#Gothic,3,,ABCC,ABC,ABB
got,,,,,fehtaną,,3,,,,
got,finþan,fanþ,funþun,funþans,finþaną,https://en.wiktionary.org//wiki/fin%C3%BEan#Gothic,3,,ABCC,ABC,ABB
got,gildan,gald,guldum,guldans,geldaną,https://en.wiktionary.org/wiki/Reconstruction:Gothic/%F0%90%8C%B2%F0%90%8C%B9%F0%90%8C%BB%F0%90%8C%B3%F0%90%8C%B0%F0%90%8C%BD,3,Reconstructed,ABCC,ABC,ABB
got,hilpan,halp,hulpun,hulpans,helpaną,https://en.wiktionary.org//wiki/hilpan#Gothic,3,,ABCC,ABC,ABB
got,rinnan,rann,runnum,runnans,rinnaną,https://en.wiktionary.org/wiki/%F0%90%8D%82%F0%90%8C%B9%F0%90%8C%BD%F0%90%8C%BD%F0%90%8C%B0%F0%90%8C%BD#Gothic,3,,ABCC,ABC,ABB
got,siggwan,saggw,suggwun,suggwans,singwaną,https://en.wiktionary.org//wiki/siggwan#Gothic,3,,ABCC,ABC,ABB
got,,,,,smeltaną,,3,,,,
got,spinnan,spann,spunnun,spunnans,spinnaną,https://en.wiktionary.org//wiki/spinnan#Gothic,3,,ABCC,ABC,ABB
got,,,,,springaną,,3,,,,
got,stigqan,stagq,stugqun,stugqans,stinkwaną,https://en.wiktionary.org//wiki/stigqan#Gothic,3,,ABCC,ABC,ABB
got,,,,,swellaną,,3,,,,
got,,,,,swimmaną,,3,,,,
got,wairpan,warp,waurpun,waurpans,werpaną,https://en.wiktionary.org//wiki/wairpan#Gothic,3,,ABCC,ABC,ABB
got,wairþan,warþ,waurþun,waurþans,werþaną,https://en.wiktionary.org//wiki/wair%C3%BEan#Gothic,3,,ABCC,ABC,ABB
got,windan,wand,wundum,wunduns,windaną,https://en.wiktionary.org/wiki/Reconstruction:Gothic/%F0%90%8D%85%F0%90%8C%B9%F0%90%8C%BD%F0%90%8C%B3%F0%90%8C%B0%F0%90%8C%BD,3,Reconstructed,ABCC,ABC,ABB
got,winnan,wann,wunnun,wunnans,winnaną,https://en.wiktionary.org//wiki/winnan#Gothic,3,,ABCC,ABC,ABB
got,brikan,brak,brēkun,brukans,brekaną,https://en.wiktionary.org//wiki/brikan#Gothic,4,,ABCD,ABC,ABC
got,bairan,bar,bērun,baurans,beraną,https://en.wiktionary.org//wiki/bairan#Gothic,4,,ABCD,ABC,ABC
got,qiman,qam,qēmun,qumans,kwemaną,https://en.wiktionary.org//wiki/qiman#Gothic,4,,ABCD,ABC,ABC
got,niman,nam,nēmun,numans,nemaną,https://en.wiktionary.org//wiki/niman#Gothic,4,,ABCD,ABC,ABC
got,skairan,,,,skeraną,,4,,,,
got,stilan,stal,stēlun,stulans,stelaną,https://en.wiktionary.org//wiki/stilan#Gothic,4,,ABCD,ABC,ABC
got,trudan,traþ,trēdun,trudans,trudaną,https://en.wiktionary.org//wiki/trudan#Gothic,4,,ABCD,ABC,ABC
got,gawigan,gawag,gawēgun,gawigans,weganą,https://en.wiktionary.org//wiki/gawigan#Gothic,5,,ABCA,ABA,ABA
got,,,,,drepaną,,5,,,,
got,itan,ēt,ētun,itans,etaną,https://en.wiktionary.org//wiki/itan#Gothic,5,,ABBA,ABA,ABA
got,fragiban,fragaf,fragēbun,fragibans,fragebaną,https://en.wiktionary.org//wiki/fragiban#Gothic,5,,ABCA,ABA,ABA
got,giban,gaf,gēbun,gibans,gebaną,https://en.wiktionary.org//wiki/giban#Gothic,5,,ABCA,ABA,ABA
got,lisan,lista,listēdun,lists,lesaną,https://en.wiktionary.org//wiki/lisan#Gothic,5,,AAAA,AAA,AAA
got,wrikan,wrak,wrekun,wrikans,wrekaną,https://en.wiktionary.org//wiki/wrikan#Gothic,5,,ABCA,ABA,ABA
got,bidjan,baþ,bēdun,bidans,bidjaną,https://en.wiktionary.org//wiki/bidjan#Gothic,5,,ABCA,ABA,ABA
got,ligan,lag,lēgun,ligans,ligjaną,https://en.wiktionary.org//wiki/ligan#Gothic,5,,ABCA,ABA,ABA
got,sitan,sat,sētun,sitans,sitjaną,https://en.wiktionary.org//wiki/sitan#Gothic,5,,ABCA,ABA,ABA
got,hlaþan,hlōþ,hlōþum,hlaþans,hlaþaną,https://en.wiktionary.org/wiki/Reconstruction:Gothic/%F0%90%8C%B7%F0%90%8C%BB%F0%90%8C%B0%F0%90%8C%B8%F0%90%8C%B0%F0%90%8C%BD,6,Reconstructed,ABBA,ABA,ABA
got,malan,mōl,mōlun,malans,malaną,https://en.wiktionary.org//wiki/malan#Gothic,6,,ABBA,ABA,ABA
got,,,,,wadaną,,6,,,,
got,,,,,bakaną,,6,,,,
got,dragan,drōg,drōgun,dragans,draganą,https://en.wiktionary.org//wiki/dragan#Gothic,6,,ABBA,ABA,ABA
got,faran,for,forun,farans,faraną,https://en.wiktionary.org//wiki/faran#Gothic,6,,ABBA,ABA,ABA
got,,,,,gnaganą,,6,,,,
got,graban,grōb,grōbun,grabans,grabaną,https://en.wiktionary.org//wiki/graban#Gothic,6,,ABBA,ABA,ABA
got,skaban,skōf,skōbun,skabans,skabaną,https://en.wiktionary.org//wiki/skaban#Gothic,6,,ABBA,ABA,ABA
got,slahan,slōh,slōhun,slahans,slahaną,https://en.wiktionary.org//wiki/slahan#Gothic,6,,ABBA,ABA,ABA
got,standan,stōþ,stōþun,standans,standaną,https://en.wiktionary.org//wiki/standan#Gothic,6,,ABBA,ABA,ABA
got,hafjan,hōf,hōfun,hafans,habjaną,https://en.wiktionary.org//wiki/hafjan#Gothic,6,,ABBA,ABA,ABA
got,hlahjan,hlōh,hlōhun,hlahans,hlahjaną,https://en.wiktionary.org//wiki/hlahjan#Gothic,6,,ABBA,ABA,ABA
got,gaskapjan,gaskōp,gaskōpun,gaskapans,skapjaną,https://en.wiktionary.org//wiki/gaskapjan#Gothic,6,,ABBA,ABA,ABA
got,swaran,swōr,swōrun,swarans,swarjaną,https://en.wiktionary.org//wiki/swaran#Gothic,6,,ABBA,ABA,ABA
got,wahsjan,wōhs,wōhsun,wahsans,wahsijaną,https://en.wiktionary.org//wiki/wahsjan#Gothic,6,,ABBA,ABA,ABA
got,haitan,haihait,haihaitun,haitans,haitaną,https://en.wiktionary.org//wiki/haitan#Gothic,7,,AAAA,AAA,AAA
got,,,,,hawwaną,,7,,,,
got,ushlaupan,ushaihlaup,ushaihlaupun,ushlaupans,hlaupaną,https://en.wiktionary.org//wiki/ushlaupan#Gothic,7,,ABBA,ABA,ABA
got,,,,,bannaną,,7,,,,
got,hāhan,haihāh,haihāhun,hāhans,hanhaną,https://en.wiktionary.org//wiki/hahan#Gothic,7,,AAAA,AAA,AAA
got,,,,,fallaną,,7,,,,
got,fāhan,faifāh,faifāhum,fāhans,fanhaną,https://en.wiktionary.org//wiki/fahan#Gothic,7,,AAAA,AAA,AAA
got,haldan,haihald,haihaldun,haldans,haldaną,https://en.wiktionary.org//wiki/haldan#Gothic,7,,AAAA,AAA,AAA
got,,,,,waskaną,,7,,,,
got,ufblēsan,ufbaiblēs,ufbaiblēsun,ufblēsans,blēsaną,https://en.wiktionary.org//wiki/ufblesan#Gothic,7,,ABBA,ABA,ABA
got,grētan,gaigrōt,gaigrōtun,grētans,grētaną,https://en.wiktionary.org//wiki/gretan#Gothic,7,,ABBA,ABA,ABA
got,saian,saisō,saisōun,saians,sēaną,https://en.wiktionary.org//wiki/saian#Gothic,7,,AAAA,AAA,AAA
got,lētan,lailōt,lailōtun,lētans,lētaną,https://en.wiktionary.org//wiki/letan#Gothic,7,,ABBA,ABA,ABA
got,rēdan,rairōþ,rairōþum,rēdans,rēdaną,https://en.wiktionary.org/wiki/Reconstruction:Gothic/%F0%90%8D%82%F0%90%8C%B4%F0%90%8C%B3%F0%90%8C%B0%F0%90%8C%BD,7,Reconstructed,ABBA,ABA,ABA
got,,,,,glōaną,,7,,,,
goh,rītan,reit,ritun,giritan,rīdaną,https://en.wiktionary.org//wiki/ritan#Old_High_German,1,Vowel length was phonemic,ABCC,ABC,ABB
goh,bītan,beit,bitun,gibitan,bīdaną,https://awb.saw-leipzig.de/?sigle=AWB&lemid=B01752,1,PTCP inferred | Vowel length was phonemic,ABCC,ABC,ABB
goh,bīzan,beiz,bizzun,gibizzan,bītaną,https://en.wiktionary.org//wiki/bizan#Old_High_German,1,Vowel length was phonemic,ABCC,ABC,ABB
goh,skīnan,,,,skīnaną,https://en.wiktionary.org//wiki/skinan#Old_High_German,1,,,,
goh,snīdan,,,,snīþaną,https://en.wiktionary.org//w/index.php?title=snidan&action=edit&redlink=1,1,,,,
goh,rīsan,reis,risun,girisan,rīsaną,https://en.wiktionary.org//wiki/risan#Old_High_German,1,Vowel length was phonemic,ABCC,ABC,ABB
goh,bilīban,bileip,bilipun,biliban,bilībaną,https://awb.saw-leipzig.de/?sigle=AWB&lemid=L00938,1,Vowel length was phonemic,ABCC,ABC,ABB
goh,trīban,,,,drībaną,https://en.wiktionary.org//w/index.php?title=triban&action=edit&redlink=1,1,,,,
goh,grīfan,greif,griffun,gigriffan,grīpaną,https://en.wiktionary.org//wiki/grifan#Old_High_German,1,Vowel length was phonemic,ABCC,ABC,ABB
goh,līdan,leit,litun,gilitan,līþaną,https://awb.saw-leipzig.de/?sigle=AWB&lemid=L01003,1,Vowel length was phonemic,ABCC,ABC,ABB
goh,skīzan,,,,skītaną,https://en.wiktionary.org//w/index.php?title=skizan&action=edit&redlink=1,1,,,,
goh,scrīban,,,,skrībaną,https://en.wiktionary.org//wiki/scriban#Old_High_German,1,,,,
goh,skrītan,skreit,skritum,giskritan,skrīþaną,https://en.wiktionary.org/wiki/skritan#Old_High_German,1,Vowel length was phonemic,ABCC,ABC,ABB
goh,slīzan,,,,slītaną,https://en.wiktionary.org//wiki/slizan#Old_High_German,1,,,,
goh,snīwan,,,,snīwaną,https://en.wiktionary.org//wiki/sniwan#Old_High_German,1,,,,
goh,spīwan,,,,spīwaną,https://en.wiktionary.org//wiki/spiwan#Old_High_German,1,,,,
goh,stīgan,,,,stīganą,https://en.wiktionary.org//wiki/stigan#Old_High_German,1,,,,
goh,rīzan,reiz,rizun,girizzan,wrītaną,https://awb.saw-leipzig.de/?sigle=AWB&lemid=R01347,1,PRET.PL inferred | Vowel length was phonemic,ABCC,ABC,ABB
goh,giozan,gouz,guzzun,gigozzan,geutaną,https://en.wiktionary.org//wiki/giozan#Old_High_German,2,,ABCD,ABC,ABC
goh,biotan,bōt,butun,gibotan,beudaną,https://en.wiktionary.org//wiki/biotan#Old_High_German,2,Vowel length was phonemic,ABCD,ABC,ABC
goh,fliogan,floug,flugun,giflogan,fleuganą,https://en.wiktionary.org//wiki/fliogan#Old_High_German,2,,ABCD,ABC,ABC
goh,briuwan,brouw,bruwun,gibruwan,brewwaną,https://en.wiktionary.org//wiki/briuwan#Old_High_German,2,,ABCC,ABC,ABB
goh,liogan,loug,lugun,gilogan,leuganą,https://awb.saw-leipzig.de/?sigle=AWB&lemid=L01370,2,,ABCD,ABC,ABC
goh,fliohan,flouh,flugun,giflogan,fleuhaną,https://en.wiktionary.org//wiki/fliohan#Old_High_German,2,,ABCD,ABC,ABC
goh,fliozan,floz,fluzzun,giflozan,fleutaną,https://awb.saw-leipzig.de/?sigle=AWB&lemid=F01626,2,PTCP inferred,ABCB,ABB,ABC
goh,friosan,frōs,frurun,gifroran,freusaną,https://en.wiktionary.org//wiki/friosan#Old_High_German,2,Vowel length was phonemic,ABCD,ABC,ABC
goh,furibiotan,furibōt,fuributun,furibotan,furibeudaną,https://awb.saw-leipzig.de/?sigle=AWB&lemid=B01407,2,Vowel length was phonemic,ABCD,ABC,ABC
goh,kiosan,kōs,kurum,gikoran,keusaną,https://en.wiktionary.org/wiki/kiosan#Old_High_German,2,Vowel length was phonemic,ABCD,ABC,ABC
goh,kiuwan,,,,kewwaną,https://en.wiktionary.org//w/index.php?title=kiuwan&action=edit&redlink=1,2,,,,
goh,krūfan,,,,kreupaną,,2,,,,
goh,liohhan,,,,lūkaną,https://en.wiktionary.org/w/index.php?title=Reconstruction:Old_High_German/liohhan&action=edit&redlink=1,2,,,,
goh,riohhan,rouh,ruhhun,girohhan,reukaną,https://en.wiktionary.org//wiki/riohhan#Old_High_German,2,,ABCD,ABC,ABC
goh,scioban,,,,skeubaną,https://en.wiktionary.org//w/index.php?title=scioban&action=edit&redlink=1,2,,,,
goh,sciozzan,scōz,scuzzun,giscozzan,skeutaną,https://en.wiktionary.org//wiki/sciozzan#Old_High_German,2,,ABCB,ABB,ABC
goh,sūgan,,,,sūganą,https://en.wiktionary.org//wiki/sugan#Old_High_German,2,,,,
goh,sūfan,,,,sūpaną,https://en.wiktionary.org//wiki/sufan#Old_High_German,2,,,,
goh,dreskan,drask,druskun,gidruskan,þreskaną,https://en.wiktionary.org//wiki/dreskan#Old_High_German,3,,ABCC,ABC,ABB
goh,sinkan,sank,sunkun,gisunkan,sinkwaną,https://en.wiktionary.org//wiki/sinkan#Old_High_German,3,,ABCC,ABC,ABB
goh,brestan,brast,brastun,gibrostan,brestaną,https://awb.saw-leipzig.de/?sigle=AWB&lemid=B02835,3,,ABBC,ABC,ABC
goh,bergan,barg,burgun,giborgan,berganą,https://en.wiktionary.org//wiki/bergan#Old_High_German,3,,ABCD,ABC,ABC
goh,bintan,bant,buntun,gibuntan,bindaną,https://en.wiktionary.org//wiki/bintan#Old_High_German,3,,ABCC,ABC,ABB
goh,brinnan,bran,brunnun,gibrunnan,brinnaną,https://awb.saw-leipzig.de/?sigle=AWB&lemid=B02935,3,,ABCC,ABC,ABB
goh,trinkan,trank,trunkun,gitrunkan,drinkaną,https://en.wiktionary.org//wiki/trinkan#Old_High_German,3,,ABCC,ABC,ABB
goh,fehtan,faht,fuhtun,gifohtan,fehtaną,https://en.wiktionary.org//wiki/fehtan#Old_High_German,3,,ABCD,ABC,ABC
goh,findan,fand,fundun,gifundan,finþaną,https://en.wiktionary.org//wiki/findan#Old_High_German,3,,ABCC,ABC,ABB
goh,geltan,galt,gultun,gigoltan,geldaną,https://en.wiktionary.org//wiki/geltan#Old_High_German,3,,ABCD,ABC,ABC
goh,helfan,half,hulfun,giholfan,helpaną,https://en.wiktionary.org//wiki/helfan#Old_High_German,3,,ABCD,ABC,ABC
goh,rinnan,ran,runnun,girunnan,rinnaną,https://awb.saw-leipzig.de/?sigle=AWB&lemid=R01148,3,,ABCC,ABC,ABB
goh,singan,sang,sungun,gisungan,singwaną,https://en.wiktionary.org//wiki/singan#Old_High_German,3,,ABCC,ABC,ABB
goh,smelzan,,,,smeltaną,https://en.wiktionary.org//w/index.php?title=smelzan&action=edit&redlink=1,3,,,,
goh,spinnan,,,,spinnaną,https://en.wiktionary.org//wiki/spinnan#Old_High_German,3,,,,
goh,springan,,,,springaną,https://en.wiktionary.org//wiki/springan#Old_High_German,3,,,,
goh,stinchan,,,,stinkwaną,https://en.wiktionary.org//w/index.php?title=stinchan&action=edit&redlink=1,3,,,,
goh,swellan,,,,swellaną,https://en.wiktionary.org//wiki/swellan#Old_High_German,3,,,,
goh,swimman,,,,swimmaną,https://en.wiktionary.org//wiki/swimman#Old_High_German,3,,,,
goh,werfan,warf,wurfum,giworfan,werpaną,https://en.wiktionary.org/wiki/werfan#Old_High_German,3,,ABCD,ABC,ABC
goh,wërdan,ward,wurdum,giwordan,werþaną,https://en.wiktionary.org/wiki/werdan#Old_High_German,3,,ABCD,ABC,ABC
goh,wintan,want,wuntum,giwuntan,windaną,https://en.wiktionary.org//wiki/wintan#Old_High_German,3,,ABCC,ABC,ABB
goh,winnan,,,,winnaną,https://en.wiktionary.org//wiki/winnan#Old_High_German,3,,,,
goh,brehhan,brah,brāhhun,gibrohhan,brekaną,https://en.wiktionary.org//wiki/brehhan#Old_High_German,4,Vowel length was phonemic,ABCD,ABC,ABC
goh,beran,bar,bārum,giboran,beraną,https://en.wiktionary.org//wiki/peran#Old_High_German,4,Vowel length was phonemic,ABCD,ABC,ABC
goh,kweman,kwam,kwāmum,gikwoman,kwemaną,https://en.wiktionary.org/wiki/kweman#Old_High_German,4,Vowel length was phonemic,ABCD,ABC,ABC
goh,neman,nam,nāmun,ginoman,nemaną,https://en.wiktionary.org//wiki/neman#Old_High_German,4,Vowel length was phonemic,ABCD,ABC,ABC
goh,skeran,,,,skeraną,https://en.wiktionary.org/wiki/skeran#Old_High_German,4,,,,
goh,stelan,,,,stelaną,https://en.wiktionary.org//wiki/stelan#Old_High_German,4,,,,
goh,tretan,,,,trudaną,https://en.wiktionary.org//w/index.php?title=tretan&action=edit&redlink=1,4,,,,
goh,wegan,,,,weganą,https://en.wiktionary.org//wiki/wegan#Old_High_German,5,,,,
goh,treffan,,,,drepaną,https://en.wiktionary.org//w/index.php?title=treffan&action=edit&redlink=1,5,,,,
goh,ezzan,āz,āzun,gezzan,etaną,https://en.wiktionary.org//wiki/ezzan#Old_High_German,5,,ABBA,ABA,ABA
goh,fargeban,fargab,fargābun,fargeban,fragebaną,https://en.wiktionary.org//w/index.php?title=fargeban&action=edit&redlink=1,5,Vowel length was phonemic,ABCA,ABA,ABA
goh,geban,gab,gābun,gigeban,gebaną,https://en.wiktionary.org//wiki/geban#Old_High_German,5,Vowel length was phonemic,ABCA,ABA,ABA
goh,lesan,las,lārun,gilesan,lesaną,https://en.wiktionary.org//wiki/lesan#Old_High_German,5,Vowel length was phonemic,ABCA,ABA,ABA
goh,rehhan,rah,rahun,girohhan,wrekaną,https://awb.saw-leipzig.de/?sigle=AWB&lemid=R00489,5,,ABBC,ABC,ABC
goh,bitten,bat,bātum,gibëtan,bidjaną,https://en.wiktionary.org//wiki/bitten#Old_High_German,5,Vowel length was phonemic,ABCD,ABC,ABC
goh,liggen,lak,lakun,gilek,ligjaną,https://awb.saw-leipzig.de/?sigle=AWB&lemid=L01087,5,,ABBC,ABC,ABC
goh,sitten,,,,sitjaną,https://en.wiktionary.org//wiki/sitten#Old_High_German,5,,,,
goh,ladan,luad,luadun,giladan,hlaþaną,https://awb.saw-leipzig.de/?sigle=AWB&lemid=L00022,6,,ABBA,ABA,ABA
goh,malan,,,,malaną,https://en.wiktionary.org//wiki/malan#Old_High_German,6,,,,
goh,watan,,,,wadaną,https://en.wiktionary.org//wiki/watan#Old_High_German,6,,,,
goh,backan,buock,buockan,gibackan,bakaną,https://awb.saw-leipzig.de/?sigle=AWB&lemid=B00084,6,,ABBA,ABA,ABA
goh,tragan,truog,truogun,gitragan,draganą,https://en.wiktionary.org//wiki/tragan#Old_High_German,6,,ABBA,ABA,ABA
goh,faran,fuor,fuorun,gifaran,faraną,https://en.wiktionary.org//wiki/faran#Old_High_German,6,,ABBA,ABA,ABA
goh,nagan,,,,gnaganą,https://en.wiktionary.org//wiki/nagan#Old_High_German,6,,,,
goh,graban,gruop,gruopun,gigraban,grabaną,https://awb.saw-leipzig.de/?sigle=AWB&lemid=G01735,6,,ABBA,ABA,ABA
goh,skaban,,,,skabaną,https://en.wiktionary.org//wiki/skaban#Old_High_German,6,,,,
goh,slahan,sluog,sluogun,gislagan,slahaną,https://en.wiktionary.org//wiki/slahan#Old_High_German,6,,ABBA,ABA,ABA
goh,stantan,stuont,stuontum,gistantan,standaną,https://en.wiktionary.org/wiki/stantan#Old_High_German,6,,ABBA,ABA,ABA
goh,habēn,habēta,habētum,gihabēt,habjaną,https://en.wiktionary.org/wiki/haben#Old_High_German,6,,AAAA,AAA,AAA
goh,hlahhan,hlahet,hlahetun,gihlahet,hlahjaną,https://awb.saw-leipzig.de/?sigle=AWB&lemid=L00083,6,Majority of sources show weak inflection,AAAA,AAA,AAA
goh,scephen,,,,skapjaną,https://en.wiktionary.org//w/index.php?title=scephen&action=edit&redlink=1,6,,,,
