lang,form,PRET.SG,PRET.PL,PTCP,proto_gem_form,links,class_n
gmh,tröschen,,,,þreskaną,https://en.wiktionary.org//w/index.php?title=tr%C3%B6schen&action=edit&redlink=1,3
gmh,sinken,,,,sinkwaną,https://en.wiktionary.org//wiki/sinken#Middle_High_German,3
gmh,bresten,,,,brestaną,https://en.wiktionary.org//wiki/bresten#Middle_High_German,3
gmh,bergen,,,,berganą,https://en.wiktionary.org//wiki/bergen#Middle_High_German,3
gmh,binden,band,bunden,gebunden,bindaną,https://en.wiktionary.org//wiki/binden#Middle_High_German,3
gmh,brinnen,,,,brinnaną,https://en.wiktionary.org//wiki/brinnen#Middle_High_German,3
gmh,trinken,trank,trunken,getrunken,drinkaną,https://en.wiktionary.org//wiki/trinken#Middle_High_German,3
gmh,vëhten,,,,fehtaną,https://en.wiktionary.org//w/index.php?title=vehten&action=edit&redlink=1,3
gmh,vinden,vand,vunden,gevunden,finþaną,https://en.wiktionary.org//wiki/vinden#Middle_High_German,3
gmh,gëlten,,,,geldaną,https://en.wiktionary.org//wiki/gelten#Middle_High_German,3
gmh,helfen,half,hulfen,geholfen,helpaną,https://en.wiktionary.org//wiki/helfen#Middle_High_German,3
gmh,rinnen,rann,runnen,gerunnen,rinnaną,https://en.wiktionary.org//wiki/rinnen#Middle_High_German,3
gmh,singen,sang,sungen,gesungen,singwaną,https://en.wiktionary.org//wiki/singen#Middle_High_German,3
gmh,smelzen,,,,smeltaną,https://en.wiktionary.org//w/index.php?title=smelzen&action=edit&redlink=1,3
gmh,spinnen,,,,spinnaną,https://en.wiktionary.org//wiki/spinnen#Middle_High_German,3
gmh,springen,,,,springaną,https://en.wiktionary.org//wiki/springen#Middle_High_German,3
gmh,stinken,,,,stinkwaną,https://en.wiktionary.org//wiki/stinken#Middle_High_German,3
gmh,swëllen,,,,swellaną,https://en.wiktionary.org//wiki/swellen#Middle_High_German,3
gmh,swimmen,swamm,swummen,geswummen,swimmaną,https://en.wiktionary.org//wiki/swimmen#Middle_High_German,3
gmh,wërfen,,,,werpaną,https://en.wiktionary.org//wiki/werfen#Middle_High_German,3
gmh,werden,ward,wurden,geworden,werþaną,https://en.wiktionary.org//wiki/werden#Middle_High_German,3
gmh,winden,,,,windaną,https://en.wiktionary.org//wiki/winden#Middle_High_German,3
gmh,winnen,,,,winnaną,https://en.wiktionary.org//wiki/winnen#Middle_High_German,3
gmh,brechen,,,,brekaną,https://en.wiktionary.org//wiki/brechen#Middle_High_German,4
gmh,bërn,,,,beraną,https://en.wiktionary.org//wiki/bern#Middle_High_German,4
gmh,komen,,,,kwemaną,https://en.wiktionary.org//wiki/komen#Middle_High_German,4
gmh,nëmen,,,,nemaną,https://en.wiktionary.org//wiki/nemen#Middle_High_German,4
gmh,geschirre,,,,skeraną,https://en.wiktionary.org//w/index.php?title=geschirre&action=edit&redlink=1,4
gmh,steln,,,,stelaną,https://en.wiktionary.org//w/index.php?title=steln&action=edit&redlink=1,4
gmh,treten,,,,trudaną,https://en.wiktionary.org//wiki/treten#Middle_High_German,4
gmh,wigen,,,,weganą,https://en.wiktionary.org//wiki/wigen#Middle_High_German,5
gmh,treffen,,,,drepaną,https://en.wiktionary.org//wiki/treffen#Middle_High_German,5
gmh,eszen,,,,etaną,https://en.wiktionary.org//w/index.php?title=eszen&action=edit&redlink=1,5
gmh,vergeben,,,,fragebaną,https://en.wiktionary.org//wiki/vergeben#Middle_High_German,5
gmh,geben,,,,gebaną,https://en.wiktionary.org//wiki/geben#Middle_High_German,5
gmh,lësen,,,,lesaną,https://en.wiktionary.org//wiki/lesen#Middle_High_German,5
gmh,rechen,,,,wrekaną,https://en.wiktionary.org//wiki/rechen#Middle_High_German,5
gmh,bitten,,,,bidjaną,https://en.wiktionary.org//wiki/bitten#Middle_High_German,5
gmh,licken,,,,ligjaną,https://en.wiktionary.org//w/index.php?title=licken&action=edit&redlink=1,5
gmh,sitzen,,,,sitjaną,https://en.wiktionary.org//wiki/sitzen#Middle_High_German,5
gmh,laden,,,,hlaþaną,https://en.wiktionary.org//wiki/laden#Middle_High_German,6
gmh,maln,,,,malaną,https://en.wiktionary.org//w/index.php?title=maln&action=edit&redlink=1,6
gmh,waten,,,,wadaną,https://en.wiktionary.org//wiki/waten#Middle_High_German,6
gmh,backen,,,,bakaną,https://en.wiktionary.org//wiki/backen#Middle_High_German,6
gmh,tragen,,,,draganą,https://en.wiktionary.org//wiki/tragen#Middle_High_German,6
gmh,varn,,,,faraną,https://en.wiktionary.org//w/index.php?title=varn&action=edit&redlink=1,6
gmh,nagen,,,,gnaganą,https://en.wiktionary.org//wiki/nagen#Middle_High_German,6
gmh,graben,,,,grabaną,https://en.wiktionary.org//wiki/graben#Middle_High_German,6
gmh,schaben,,,,skabaną,https://en.wiktionary.org//wiki/schaben#Middle_High_German,6
gmh,slahen,sluoc,sluogen,geslagen,slahaną,https://en.wiktionary.org//wiki/slahen#Middle_High_German,6
gmh,standen,,,,standaną,https://en.wiktionary.org//wiki/standen#Middle_High_German,6
gmh,heven,,,,habjaną,https://en.wiktionary.org//wiki/heven#Middle_High_German,6
gmh,lachen,,,,hlahjaną,https://en.wiktionary.org//wiki/lachen#Middle_High_German,6
gmh,schepfen,,,,skapjaną,https://en.wiktionary.org//w/index.php?title=schepfen&action=edit&redlink=1,6
gmh,swern,swuor,swuoren,geswarn,swarjaną,https://en.wiktionary.org//wiki/swern#Middle_High_German,6
gmh,wichsen,,,,wahsijaną,https://en.wiktionary.org//wiki/wichsen#Middle_High_German,6
gmh,heizen,,,,haitaną,https://en.wiktionary.org//wiki/heizen#Middle_High_German,7
gmh,houwen,,,,hawwaną,https://en.wiktionary.org//wiki/houwen#Middle_High_German,7
gmh,loufen,,,,hlaupaną,https://en.wiktionary.org//w/index.php?title=loufen&action=edit&redlink=1,7
gmh,bannen,,,,bannaną,https://en.wiktionary.org//wiki/bannen#Middle_High_German,7
gmh,hāhen,,,,hanhaną,https://en.wiktionary.org//wiki/hahen#Middle_High_German,7
gmh,vallen,,,,fallaną,https://en.wiktionary.org//wiki/vallen#Middle_High_German,7
gmh,vāhen,,,,fanhaną,https://en.wiktionary.org//w/index.php?title=vahen&action=edit&redlink=1,7
gmh,halten,,,,haldaną,https://en.wiktionary.org//wiki/halten#Middle_High_German,7
gmh,waschen,,,,waskaną,https://en.wiktionary.org//wiki/waschen#Middle_High_German,7
gmh,blāsen,,,,blēsaną,https://en.wiktionary.org//wiki/blasen#Middle_High_German,7
gmh,grazieren,,,,grētaną,https://en.wiktionary.org//w/index.php?title=grazieren&action=edit&redlink=1,7
gmh,sæjen,,,,sēaną,https://en.wiktionary.org//w/index.php?title=s%C3%A6jen&action=edit&redlink=1,7
gmh,lāzzen,,,,lētaną,https://en.wiktionary.org//w/index.php?title=lazzen&action=edit&redlink=1,7
gmh,raten,,,,rēdaną,https://en.wiktionary.org//wiki/raten#Middle_High_German,7
gmh,glüejen,,,,glōaną,https://en.wiktionary.org//w/index.php?title=gl%C3%BCejen&action=edit&redlink=1,7
ang,rīdan,rād,ridon,ġeriden,rīdaną,https://en.wiktionary.org//wiki/ridan#Old_English,1
ang,bīdan,bād,bidon,ġebiden,bīdaną,https://en.wiktionary.org//wiki/bidan#Old_English,1
ang,bītan,bāt,biton,ġebiten,bītaną,https://en.wiktionary.org//wiki/bitan#Old_English,1
ang,sċīnan,sċān,sċinon,ġesċinen,skīnaną,https://en.wiktionary.org//wiki/scinan#Old_English,1
ang,snīþan,snāþ,snidon,ġesniden,snīþaną,https://en.wiktionary.org//wiki/sni%C3%BEan#Old_English,1
ang,rīsan,rās,rison,ġerisen,rīsaną,https://en.wiktionary.org//wiki/risan#Old_English,1
ang,belīfan,belāf,belifon,belifen,bilībaną,https://en.wiktionary.org//wiki/belifan#Old_English,1
ang,drīfan,drāf,drifon,ġedrifen,drībaną,https://en.wiktionary.org//wiki/drifan#Old_English,1
ang,grīpan,grāp,gripon,ġegripen,grīpaną,https://en.wiktionary.org//wiki/gripan#Old_English,1
ang,līþan,lāþ,lidon,ġeliden,līþaną,https://en.wiktionary.org//wiki/li%C3%BEan#Old_English,1
ang,sċītan,sċāt,sċiton,ġesċiten,skītaną,https://en.wiktionary.org//wiki/scitan#Old_English,1
ang,sċrīfan,sċrāf,sċrifon,ġesċrifen,skrībaną,https://en.wiktionary.org//wiki/scrifan#Old_English,1
ang,sċrīþan,sċrāþ,sċridon,ġesċriden,skrīþaną,https://en.wiktionary.org//wiki/scri%C3%BEan#Old_English,1
ang,slītan,slāt,sliton,ġesliten,slītaną,https://en.wiktionary.org//wiki/slitan#Old_English,1
ang,snīwan,snīwde,snīwdon,ġesnīwed,snīwaną,https://en.wiktionary.org//wiki/sniwan#Old_English,1
ang,spīwan,spāw,spiwon,ġespiwen,spīwaną,https://en.wiktionary.org//wiki/spiwan#Old_English,1
ang,stīgan,stāh,stigon,ġestiġen,stīganą,https://en.wiktionary.org//wiki/stigan#Old_English,1
ang,wrītan,wrāt,writon,ġewriten,wrītaną,https://en.wiktionary.org//wiki/writan#Old_English,1
ang,ġēotan,ġēat,guton,ġegoten,geutaną,https://en.wiktionary.org//wiki/geotan#Old_English,2
ang,bēodan,bēad,budon,ġeboden,beudaną,https://en.wiktionary.org//wiki/beodan#Old_English,2
ang,flēogan,flēah,flugon,ġeflogen,fleuganą,https://en.wiktionary.org//wiki/fleogan#Old_English,2
ang,brēowan,brēaw,bruwon,ġebrowen,brewwaną,https://en.wiktionary.org//wiki/breowan#Old_English,2
ang,lēogan,lēah,lugon,ġelogen,leuganą,https://en.wiktionary.org//wiki/leogan#Old_English,2
ang,flēon,flēah,flugon,ġeflogen,fleuhaną,https://en.wiktionary.org//wiki/fleon#Old_English,2
ang,flēotan,flēat,fluton,ġefloten,fleutaną,https://en.wiktionary.org//wiki/fleotan#Old_English,2
ang,frēosan,frēas,fruron,ġefroren,freusaną,https://en.wiktionary.org//wiki/freosan#Old_English,2
ang,forbēodan,forbēad,forbudon,forboden,furibeudaną,https://en.wiktionary.org//wiki/forbeodan#Old_English,2
ang,ċēosan,ċēas,curon,ġecoren,keusaną,https://en.wiktionary.org//wiki/ceosan#Old_English,2
ang,ċēowan,ċēaw,cuwon,ġecowen,kewwaną,https://en.wiktionary.org//wiki/ceowan#Old_English,2
ang,crēopan,crēap,crupon,ġecropen,kreupaną,https://en.wiktionary.org//wiki/creopan#Old_English,2
ang,lūcan,lēac,lucon,ġelocen,lūkaną,https://en.wiktionary.org//wiki/lucan#Old_English,2
ang,rēocan,rēac,rucon,ġerocen,reukaną,https://en.wiktionary.org//wiki/reocan#Old_English,2
ang,sċūfan,sċēaf,sċufon,ġesċofen,skeubaną,https://en.wiktionary.org//wiki/scufan#Old_English,2
ang,sċēotan,sċēat,sċuton,ġesċoten,skeutaną,https://en.wiktionary.org//wiki/sceotan#Old_English,2
ang,sūgan,sēah,sugon,ġesogen,sūganą,https://en.wiktionary.org//wiki/sugan#Old_English,2
ang,sūpan,sēap,supon,ġesopen,sūpaną,https://en.wiktionary.org//wiki/supan#Old_English,2
ang,þrexan,,,,þreskaną,https://en.wiktionary.org//w/index.php?title=%C3%BErexan&action=edit&redlink=1,3
ang,sincan,sanc,suncon,ġesuncen,sinkwaną,https://en.wiktionary.org//wiki/sincan#Old_English,3
ang,berstan,bærst,burston,borsten,brestaną,https://en.wiktionary.org//wiki/berstan#Old_English,3
ang,beorgan,bearh,burgon,ġeborgen,berganą,https://en.wiktionary.org//wiki/beorgan#Old_English,3
ang,bindan,band,bundon,ġebunden,bindaną,https://en.wiktionary.org//wiki/bindan#Old_English,3
ang,beornan,bearn,burnon,ġebornen,brinnaną,https://en.wiktionary.org//wiki/beornan#Old_English,3
ang,drincan,dranc,druncon,ġedruncen,drinkaną,https://en.wiktionary.org//wiki/drincan#Old_English,3
ang,feohtan,feaht,fuhton,ġefohten,fehtaną,https://en.wiktionary.org//wiki/feohtan#Old_English,3
ang,findan,fand,fundon,ġefunden,finþaną,https://en.wiktionary.org//wiki/findan#Old_English,3
ang,ġyldan,ġeald,guldon,ġegolden,geldaną,https://en.wiktionary.org//wiki/gyldan#Old_English,3
ang,helpan,healp,hulpon,ġeholpen,helpaną,https://en.wiktionary.org//wiki/helpan#Old_English,3
ang,yrnan,arn,urnon,ġeurnen,rinnaną,https://en.wiktionary.org//wiki/yrnan#Old_English,3
ang,singan,sang,sungon,ġesungen,singwaną,https://en.wiktionary.org//wiki/singan#Old_English,3
ang,smelting,,,,smeltaną,https://en.wiktionary.org//wiki/smelting#Old_English,3
ang,spinnan,spann,spunnon,ġespunnen,spinnaną,https://en.wiktionary.org//wiki/spinnan#Old_English,3
ang,springan,sprang,sprungon,ġesprungen,springaną,https://en.wiktionary.org//wiki/springan#Old_English,3
ang,stincan,stanc,stuncon,ġestuncen,stinkwaną,https://en.wiktionary.org//wiki/stincan#Old_English,3
ang,swellan,sweall,swullon,ġeswollen,swellaną,https://en.wiktionary.org//wiki/swellan#Old_English,3
ang,swimman,swamm,swummon,ġeswummen,swimmaną,https://en.wiktionary.org//wiki/swimman#Old_English,3
ang,wurpan,,,,werpaną,https://en.wiktionary.org//w/index.php?title=wurpan&action=edit&redlink=1,3
ang,wurþan,,,,werþaną,https://en.wiktionary.org//wiki/wur%C3%BEan#Old_English,3
ang,windan,wand,wundon,ġewunden,windaną,https://en.wiktionary.org//wiki/windan#Old_English,3
ang,winnan,wann,wunnon,ġewunnen,winnaną,https://en.wiktionary.org//wiki/winnan#Old_English,3
ang,brecan,bræc,brǣcon,ġebrocen,brekaną,https://en.wiktionary.org//wiki/brecan#Old_English,4
ang,beoran,,,,beraną,https://en.wiktionary.org//wiki/beoran#Old_English,4
ang,cuman,cwōm,cwōmon,ġecymen,kwemaną,https://en.wiktionary.org//wiki/cuman#Old_English,4
ang,niman,nōm,nōmon,ġenumen,nemaną,https://en.wiktionary.org//wiki/niman#Old_English,4
ang,sċieran,sċear,sċēaron,ġesċoren,skeraną,https://en.wiktionary.org//wiki/scieran#Old_English,4
ang,stelan,stæl,stǣlon,ġestolen,stelaną,https://en.wiktionary.org//wiki/stelan#Old_English,4
ang,tredan,træd,trǣdon,ġetreden,trudaną,https://en.wiktionary.org//wiki/tredan#Old_English,4
ang,wegan,wæġ,wāgon,ġeweġen,weganą,https://en.wiktionary.org//wiki/wegan#Old_English,5
ang,drepan,dræp,drǣpon,ġedropen,drepaną,https://en.wiktionary.org//wiki/drepan#Old_English,5
ang,eotan,,,,etaną,https://en.wiktionary.org//wiki/eotan#Old_English,5
ang,forġifan,,,,fragebaną,https://en.wiktionary.org//w/index.php?title=forgifan&action=edit&redlink=1,5
ang,ġiofan,,,,gebaną,https://en.wiktionary.org//w/index.php?title=giofan&action=edit&redlink=1,5
ang,lesan,læs,lǣron,ġeleren,lesaną,https://en.wiktionary.org//wiki/lesan#Old_English,5
ang,wrecan,wræc,wrǣcon,ġewrecen,wrekaną,https://en.wiktionary.org//wiki/wrecan#Old_English,5
ang,biddan,bæd,bǣdon,ġebeden,bidjaną,https://en.wiktionary.org//wiki/biddan#Old_English,5
ang,liċġan,læġ,lāgon,ġeleġen,ligjaną,https://en.wiktionary.org//wiki/licgan#Old_English,5
ang,sittan,sæt,sǣton,ġeseten,sitjaną,https://en.wiktionary.org//wiki/sittan#Old_English,5
ang,hladan,hlōd,hlōdon,ġehladen,hlaþaną,https://en.wiktionary.org//wiki/hladan#Old_English,6
ang,,,,,malaną,,6
ang,wadan,wōd,wōdon,ġewaden,wadaną,https://en.wiktionary.org//wiki/wadan#Old_English,6
ang,bacan,bōc,bōcon,ġebacen,bakaną,https://en.wiktionary.org//wiki/bacan#Old_English,6
ang,dragan,drōh,drōgon,ġedragen,draganą,https://en.wiktionary.org//wiki/dragan#Old_English,6
ang,feran,,,,faraną,https://en.wiktionary.org//wiki/feran#Old_English,6
ang,cnagan,,,,gnaganą,,6
ang,grafan,grōf,grōfon,ġegrafen,grabaną,https://en.wiktionary.org//wiki/grafan#Old_English,6
ang,sċeafan,,,,skabaną,https://en.wiktionary.org//w/index.php?title=sceafan&action=edit&redlink=1,6
ang,slæ,,,,slahaną,https://en.wiktionary.org//wiki/sl%C3%A6#Old_English,6
ang,standan,stōd,stōdon,ġestanden,standaną,https://en.wiktionary.org//wiki/standan#Old_English,6
ang,hafetian,,,,habjaną,https://en.wiktionary.org//w/index.php?title=hafetian&action=edit&redlink=1,6
ang,hlyhhan,,,,hlahjaną,https://en.wiktionary.org//w/index.php?title=hlyhhan&action=edit&redlink=1,6
ang,sċippan,,,,skapjaną,https://en.wiktionary.org//w/index.php?title=scippan&action=edit&redlink=1,6
ang,swarian,,,,swarjaną,https://en.wiktionary.org//w/index.php?title=swarian&action=edit&redlink=1,6
ang,weaxan,wēox,wēoxon,ġeweaxen,wahsijaną,https://en.wiktionary.org//wiki/weaxan#Old_English,6
ang,hātan,hēht,hēhton,ġehāten,haitaną,https://en.wiktionary.org//wiki/hatan#Old_English,7
ang,hēawan,hēow,hēowon,ġehēawen,hawwaną,https://en.wiktionary.org//wiki/heawan#Old_English,7
ang,hlēapan,hlēop,hlēopon,ġehlēapen,hlaupaną,https://en.wiktionary.org//wiki/hleapan#Old_English,7
ang,bannan,bēon,bēonon,ġebannen,bannaną,https://en.wiktionary.org//wiki/bannan#Old_English,7
ang,hōn,hēng,hēngon,ġehangen,hanhaną,https://en.wiktionary.org//wiki/hon#Old_English,7
ang,feallan,fēoll,fēollon,ġefeallen,fallaną,https://en.wiktionary.org//wiki/feallan#Old_English,7
ang,fōn,fēng,fēngon,ġefangen,fanhaną,https://en.wiktionary.org//wiki/fon#Old_English,7
ang,haldan,,,,haldaną,https://en.wiktionary.org//wiki/haldan#Old_English,7
ang,waxan,,,,waskaną,https://en.wiktionary.org//w/index.php?title=waxan&action=edit&redlink=1,7
ang,blǣsan,,,,blēsaną,,7
ang,grǣtan,grēt,grēton,ġegrǣten,grētaną,https://en.wiktionary.org//wiki/gr%C3%A6tan#Old_English,7
ang,sāwan,sēow,sēowon,ġesāwen,sēaną,https://en.wiktionary.org//wiki/sawan#Old_English,7
ang,lǣtan,leort,leorton,ġelǣten,lētaną,https://en.wiktionary.org//wiki/l%C3%A6tan#Old_English,7
ang,rǣdan,rǣdde,rǣddon,ġerǣded,rēdaną,https://en.wiktionary.org//wiki/r%C3%A6dan#Old_English,7
ang,glōwan,glēow,glēowon,ġeglōwen,glōaną,https://en.wiktionary.org//wiki/glowan#Old_English,7
deu,reiten,ritt,ritten,geritten,rīdaną,https://en.wiktionary.org//wiki/reiten#German,1
deu,beiten,,,,bīdaną,https://en.wiktionary.org//wiki/beiten#German,1
deu,beißen,biss,bissen,gebissen,bītaną,https://en.wiktionary.org//wiki/bei%C3%9Fen#German,1
deu,scheinen,schien,schienen,geschienen,skīnaną,https://en.wiktionary.org//wiki/scheinen#German,1
deu,schneiden,schnitt,schnitten,geschnitten,snīþaną,https://en.wiktionary.org//wiki/schneiden#German,1
deu,reisen,reiste,reisten,gereist,rīsaną,https://en.wiktionary.org//wiki/reisen#German,1
deu,bleiben,blieb,blieben,geblieben,bilībaną,https://en.wiktionary.org//wiki/bleiben#German,1
deu,treiben,trieb,trieben,getrieben,drībaną,https://en.wiktionary.org//wiki/treiben#German,1
deu,greifen,griff,griffen,gegriffen,grīpaną,https://en.wiktionary.org//wiki/greifen#German,1
deu,leiden,litt,litten,gelitten,līþaną,https://en.wiktionary.org//wiki/leiden#German,1
deu,scheißen,schiss,schissen,geschissen,skītaną,https://en.wiktionary.org//wiki/schei%C3%9Fen#German,1
deu,schreiben,schrieb,schrieben,geschrieben,skrībaną,https://en.wiktionary.org//wiki/schreiben#German,1
deu,schreiten,schritt,schritten,geschritten,skrīþaną,https://en.wiktionary.org//wiki/schreiten#German,1
deu,schleißen,schliss,schlissen,geschlissen,slītaną,https://en.wiktionary.org//wiki/schlei%C3%9Fen#German,1
deu,schneien,schneite,schneiten,geschneit,snīwaną,https://en.wiktionary.org//wiki/schneien#German,1
deu,speien,spie,spieen,gespien,spīwaną,https://en.wiktionary.org//wiki/speien#German,1
deu,steigen,stieg,stiegen,gestiegen,stīganą,https://en.wiktionary.org//wiki/steigen#German,1
deu,reißen,riss,rissen,gerissen,wrītaną,https://en.wiktionary.org//wiki/rei%C3%9Fen#German,1
deu,gießen,goss,gossen,gegossen,geutaną,https://en.wiktionary.org//wiki/gie%C3%9Fen#German,2
deu,bieten,bot,boten,geboten,beudaną,https://en.wiktionary.org//wiki/bieten#German,2
deu,fliegen,flog,flogen,geflogen,fleuganą,https://en.wiktionary.org//wiki/fliegen#German,2
deu,brauen,braute,brauten,gebraut,brewwaną,https://en.wiktionary.org//wiki/brauen#German,2
deu,lügen,log,logen,gelogen,leuganą,https://en.wiktionary.org//wiki/l%C3%BCgen#German,2
deu,fliehen,floh,flohen,geflohen,fleuhaną,https://en.wiktionary.org//wiki/fliehen#German,2
deu,fließen,floss,flossen,geflossen,fleutaną,https://en.wiktionary.org//wiki/flie%C3%9Fen#German,2
deu,frieren,fror,froren,gefroren,freusaną,https://en.wiktionary.org//wiki/frieren#German,2
deu,verbieten,verbot,verboten,verboten,furibeudaną,https://en.wiktionary.org//wiki/verbieten#German,2
deu,kiesen,kor,koren,gekoren,keusaną,https://en.wiktionary.org//wiki/kiesen#German,2
deu,kauen,kaute,kauten,gekaut,kewwaną,https://en.wiktionary.org//wiki/kauen#German,2
deu,krüpfen,,,,kreupaną,https://en.wiktionary.org//w/index.php?title=kr%C3%BCpfen&action=edit&redlink=1,2
deu,liechen,,,,lūkaną,https://en.wiktionary.org//w/index.php?title=liechen&action=edit&redlink=1,2
deu,riechen,roch,rochen,gerochen,reukaną,https://en.wiktionary.org//wiki/riechen#German,2
deu,schieben,schob,schoben,geschoben,skeubaną,https://en.wiktionary.org//wiki/schieben#German,2
deu,schießen,schoss,schossen,geschossen,skeutaną,https://en.wiktionary.org//wiki/schie%C3%9Fen#German,2
deu,saugen,saugte,saugten,gesaugt,sūganą,https://en.wiktionary.org//wiki/saugen#German,2
deu,süffeln,,,,sūpaną,https://en.wiktionary.org//wiki/s%C3%BCffeln#German,2
deu,dreschen,drosch,droschen,gedroschen,þreskaną,https://en.wiktionary.org//wiki/dreschen#German,3
deu,sinken,sank,sanken,gesunken,sinkwaną,https://en.wiktionary.org//wiki/sinken#German,3
deu,bersten,,,,brestaną,https://en.wiktionary.org//wiki/bersten#German,3
deu,bergen,barg,bargen,geborgen,berganą,https://en.wiktionary.org//wiki/bergen#German,3
deu,binden,band,banden,gebunden,bindaną,https://en.wiktionary.org//wiki/binden#German,3
deu,brinnen,brann,brannen,gebrunnen,brinnaną,https://en.wiktionary.org//wiki/brinnen#German,3
deu,trinken,trank,tranken,getrunken,drinkaną,https://en.wiktionary.org//wiki/trinken#German,3
deu,fechten,focht,fochten,gefochten,fehtaną,https://en.wiktionary.org//wiki/fechten#German,3
deu,finden,fand,fanden,gefunden,finþaną,https://en.wiktionary.org//wiki/finden#German,3
deu,gelten,galt,galten,gegolten,geldaną,https://en.wiktionary.org//wiki/gelten#German,3
deu,helfen,half,halfen,geholfen,helpaną,https://en.wiktionary.org//wiki/helfen#German,3
deu,rinnen,rann,rannen,geronnen,rinnaną,https://en.wiktionary.org//wiki/rinnen#German,3
deu,singen,sang,sangen,gesungen,singwaną,https://en.wiktionary.org//wiki/singen#German,3
deu,schmelzen,schmolz,schmolzen,geschmolzen,smeltaną,https://en.wiktionary.org//wiki/schmelzen#German,3
deu,spinnen,spann,spannen,gesponnen,spinnaną,https://en.wiktionary.org//wiki/spinnen#German,3
deu,springen,sprang,sprangen,gesprungen,springaną,https://en.wiktionary.org//wiki/springen#German,3
deu,stinken,stank,stanken,gestunken,stinkwaną,https://en.wiktionary.org//wiki/stinken#German,3
deu,schwellen,schwoll,schwollen,geschwollen,swellaną,https://en.wiktionary.org//wiki/schwellen#German,3
deu,schwimmen,schwomm,schwommen,geschwommen,swimmaną,https://en.wiktionary.org//wiki/schwimmen#German,3
deu,werfen,warf,warfen,geworfen,werpaną,https://en.wiktionary.org//wiki/werfen#German,3
deu,werden,ward,wurden,worden,werþaną,https://en.wiktionary.org//wiki/werden#German,3
deu,winden,wand,wanden,gewunden,windaną,https://en.wiktionary.org//wiki/winden#German,3
deu,,,,,winnaną,,3
deu,brechen,brach,brachen,gebrochen,brekaną,https://en.wiktionary.org//wiki/brechen#German,4
deu,gebären,gebar,gebaren,geboren,beraną,https://en.wiktionary.org//wiki/geb%C3%A4ren#German,4
deu,kommen,kam,kamen,gekommen,kwemaną,https://en.wiktionary.org//wiki/kommen#German,4
deu,nehmen,nahm,nahmen,genommen,nemaną,https://en.wiktionary.org//wiki/nehmen#German,4
deu,Geschirr,,,,skeraną,https://en.wiktionary.org//wiki/Geschirr#German,4
deu,stehlen,stahl,stahlen,gestohlen,stelaną,https://en.wiktionary.org//wiki/stehlen#German,4
deu,treten,trat,traten,getreten,trudaną,https://en.wiktionary.org//wiki/treten#German,4
deu,wägen,wog,wogen,gewogen,weganą,https://en.wiktionary.org//wiki/w%C3%A4gen#German,5
deu,treffen,traf,trafen,getroffen,drepaną,https://en.wiktionary.org//wiki/treffen#German,5
deu,essen,aß,aßen,gegessen,etaną,https://en.wiktionary.org//wiki/essen#German,5
deu,vergeben,vergab,vergaben,vergeben,fragebaną,https://en.wiktionary.org//wiki/vergeben#German,5
deu,geben,gab,gaben,gegeben,gebaną,https://en.wiktionary.org//wiki/geben#German,5
deu,lesen,las,lasen,gelesen,lesaną,https://en.wiktionary.org//wiki/lesen#German,5
deu,rächen,rächte,rächten,gerächt,wrekaną,https://en.wiktionary.org//wiki/r%C3%A4chen#German,5
deu,bitten,bat,baten,gebeten,bidjaną,https://en.wiktionary.org//wiki/bitten#German,5
deu,liegen,lag,lagen,gelegen,ligjaną,https://en.wiktionary.org//wiki/liegen#German,5
deu,sitzen,saß,saßen,gesessen,sitjaną,https://en.wiktionary.org//wiki/sitzen#German,5
deu,laden,lud ,luden ,geladen,hlaþaną,https://en.wiktionary.org//wiki/laden#German,6
deu,mahlen,muhl,muhlen,gemahlen,malaną,https://en.wiktionary.org//wiki/mahlen#German,6
deu,waten,watete,wateten,gewatet,wadaną,https://en.wiktionary.org//wiki/waten#German,6
deu,bachen,,,,bakaną,https://en.wiktionary.org//w/index.php?title=bachen&action=edit&redlink=1,6
deu,tragen,trug,trugen,getragen,draganą,https://en.wiktionary.org//wiki/tragen#German,6
deu,fahren,fuhr,fuhren,gefahren,faraną,https://en.wiktionary.org//wiki/fahren#German,6
deu,nagen,nagte,nagten,genagt,gnaganą,https://en.wiktionary.org//wiki/nagen#German,6
deu,graben,grub,gruben,gegraben,grabaną,https://en.wiktionary.org//wiki/graben#German,6
deu,schaben,schabte,schabten,geschabt,skabaną,https://en.wiktionary.org//wiki/schaben#German,6
deu,schlagen,schlug,schlugen,geschlagen,slahaną,https://en.wiktionary.org//wiki/schlagen#German,6
deu,standen,,,,standaną,https://en.wiktionary.org//wiki/standen#German,6
deu,heben,hob,hoben,gehoben,habjaną,https://en.wiktionary.org//wiki/heben#German,6
deu,lachen,lachte,lachten,gelacht,hlahjaną,https://en.wiktionary.org//wiki/lachen#German,6
deu,schaffen,schaffte,schafften,geschafft,skapjaną,https://en.wiktionary.org//wiki/schaffen#German,6
deu,schwören,schwor,schworen,geschworen,swarjaną,https://en.wiktionary.org//wiki/schw%C3%B6ren#German,6
deu,wichsen,wichste,wichsten,gewichst,wahsijaną,https://en.wiktionary.org//wiki/wichsen#German,6
deu,heißen,hieß,hießen,geheißen,haitaną,https://en.wiktionary.org//wiki/hei%C3%9Fen#German,7
deu,hauen,hieb,hieben,gehauen,hawwaną,https://en.wiktionary.org//wiki/hauen#German,7
